bad,mean,good
722.06,917.24,980.27
724.62,830.24,1008.91
674.95,811.94,958.12
531.0,596.45,847.85
331.79,522.74,651.43
232.15,404.69,412.7
103.72,159.07,162.76
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
57.86,101.03,196.51
78.01,325.45,453.8
367.31,537.02,695.16
558.38,785.55,860.83
711.36,897.16,971.26
538.78,939.43,1014.62
532.32,918.55,953.72
558.68,645.67,838.31
442.24,626.9,641.35
236.18,276.45,407.5
103.41,153.86,162.57
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
50.75,152.49,195.91
206.7,377.1,455.09
136.14,526.03,679.58
413.96,680.19,865.69
704.27,963.9,970.05
667.59,938.32,1013.44
640.58,895.97,962.16
312.95,742.6,846.7
451.35,616.21,647.67
247.15,285.97,408.41
95.82,112.45,165.42
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
59.41,135.37,187.88
240.29,352.27,460.15
453.08,637.52,695.17
467.72,804.32,864.26
646.36,730.81,970.65
752.15,780.1,1009.73
519.8,893.91,966.1
382.68,780.62,841.2
408.15,560.3,649.26
238.37,299.08,419.73
87.54,135.6,169.97
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
17.11,132.57,190.97
208.43,326.3,462.25
430.44,549.56,693.87
536.94,636.38,860.4
502.45,852.43,976.63
708.83,995.34,1005.8
637.21,861.81,956.34
461.12,679.8,842.33
329.82,553.05,644.49
212.44,378.19,408.38
101.09,131.08,165.93
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
