bad,mean,good
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7.86,19.98,28.25
148.91,203.26,257.86
322.31,491.86,528.93
524.12,714.21,737.28
734.7,876.88,918.32
807.18,997.91,1003.89
797.07,946.49,1031.89
726.18,783.6,971.11
598.35,769.54,809.16
395.97,464.87,605.51
240.21,354.08,368.26
67.04,96.4,114.19
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.17,19.95,27.58
107.25,230.51,250.72
316.79,381.67,521.09
509.44,703.99,741.87
673.59,749.03,926.52
797.38,899.41,1007.25
814.94,895.98,1031.05
524.8,763.85,961.59
576.42,674.5,804.99
440.45,603.05,608.18
190.74,319.03,373.33
33.46,83.78,118.47
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
5.05,19.66,32.5
70.09,245.39,254.21
154.7,376.84,523.39
575.42,663.98,755.71
685.93,896.93,913.93
466.95,826.59,1011.64
526.86,913.22,1017.38
709.35,854.86,973.75
562.45,749.82,812.28
393.93,570.85,615.03
218.44,274.07,363.79
49.06,80.76,120.56
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.38,15.72,30.9
111.41,224.98,250.23
333.03,476.28,516.25
336.23,638.87,744.01
701.76,816.22,925.32
745.87,912.89,1006.15
756.07,942.78,1037.19
728.14,837.46,951.84
617.04,718.19,825.69
399.61,501.92,608.46
223.93,338.22,372.01
21.77,90.69,118.09
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
9.73,20.98,28.89
83.98,230.65,254.15
300.33,495.04,525.9
580.76,586.99,733.54
583.43,842.76,924.55
622.23,909.02,1016.29
811.37,899.73,1029.6
734.51,781.68,961.93
554.38,762.12,841.53
436.26,603.02,607.26
139.44,285.29,372.05
64.12,110.1,124.48
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
